UPDATE Locales_gameobject Set name_loc3 = | Eliza's Grabstein| WHERE entry = 37; --Name: Eliza|s Grabstein
UPDATE Locales_gameobject Set name_loc3 = | Sun Rock Retreat| WHERE entry = 141076; --Name: Sun Rock Retreat
UPDATE Locales_gameobject Set name_loc3 = | Greatwood-Vale| WHERE entry = 141077; --Name: Greatwood Vale
UPDATE Locales_gameobject Set name_loc3 = | Die Barrens| WHERE entry = 141078; --Name: Brachland
UPDATE Locales_gameobject Set name_loc3 = | Anvil| WHERE entry = 141839; --Name: Anvil
UPDATE Locales_gameobject Set name_loc3 = | Anvil| WHERE entry = 141840; --Name: Anvil
UPDATE Locales_gameobject Set name_loc3 = | Forge| WHERE entry = 141841; --Name: Schmieden
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 141843; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Cauldron| WHERE entry = 141845; --Name: Cauldron
UPDATE Locales_gameobject Set name_loc3 = | Cannon| WHERE entry = 141860; --Name: Cannon
UPDATE Locales_gameobject Set name_loc3 = | Cannon| WHERE entry = 141861; --Name: Cannon
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 141971; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 142018; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 142019; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 142020; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 142021; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Rin'jis Cage| WHERE entry = 142036; --Name: Rin|ji|s Käfig
UPDATE Locales_gameobject Set name_loc3 = | Ei-O-Matic| WHERE entry = 142071; --Name: Ei-O-Matic
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 142101; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 142111; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 142119; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 142196; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Sprudelnden Cauldron| WHERE entry = 142693; --Name: sprudelnde Kessel
UPDATE Locales_gameobject Set name_loc3 = | Gift-Bottle| WHERE entry = 142708; --Name: Gift-Flasche
UPDATE Locales_gameobject Set name_loc3 = | Gift-Bottle| WHERE entry = 142709; --Name: Gift-Flasche
UPDATE Locales_gameobject Set name_loc3 = | Gift-Bottle| WHERE entry = 142710; --Name: Gift-Flasche
UPDATE Locales_gameobject Set name_loc3 = | Gift-Bottle| WHERE entry = 142711; --Name: Gift-Flasche
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 142947; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 142948; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Feralas: Ein History| WHERE entry = 142958; --Name: Feralas: eine Geschichte
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 142966; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Flinthammer der Rüstungsschmied und Clothier| WHERE entry = 143332; --Name: Flinthammer|s Rüstungsschmied und Tuchmacher
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 143987; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 143988; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 143989; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 143990; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 144570; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 146088; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 146089; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 146090; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 147065; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 147078; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 147079; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 147080; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 147536; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Gestohlene Silver| WHERE entry = 147557; --Name: Silber gestohlen
UPDATE Locales_gameobject Set name_loc3 = | Kreis von Aquementas| WHERE entry = 148507; --Name: Kreis von Aquementas
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 148890; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 148896; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 148897; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 148907; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 148908; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | ANI| WHERE entry = 149420; --Name: Ani
UPDATE Locales_gameobject Set name_loc3 = | Rune des Jin'Yael| WHERE entry = 149480; --Name: Rune des Jin|yael
UPDATE Locales_gameobject Set name_loc3 = | Rune des Beth'Amara| WHERE entry = 149481; --Name: Rune des Beth| Amara
UPDATE Locales_gameobject Set name_loc3 = | Rune des Markri| WHERE entry = 149482; --Name: Rune von Markri
UPDATE Locales_gameobject Set name_loc3 = | Rune des Sael'Hai| WHERE entry = 149483; --Name: Rune des Sael|hai
UPDATE Locales_gameobject Set name_loc3 = | Gewünschte Poster| WHERE entry = 150075; --Name: wollte Poster
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 150713; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Kaldorei Tome des Summoning| WHERE entry = 151286; --Name: Kaldorei Tome der Einberufung
UPDATE Locales_gameobject Set name_loc3 = | Schimmernde Flats| WHERE entry = 151980; --Name: schimmernde Wohnungen
UPDATE Locales_gameobject Set name_loc3 = | Steamwheedle Port| WHERE entry = 151981; --Name: Steamwheedle Port
UPDATE Locales_gameobject Set name_loc3 = | Gadgetzan| WHERE entry = 151982; --Name: Gadgetzan
UPDATE Locales_gameobject Set name_loc3 = |auctionhouse| WHERE entry = 151992; --Name: Auctionhouse
UPDATE Locales_gameobject Set name_loc3 = | Magus Rimtori Journal| WHERE entry = 152098; --Name: Magus Rimtori|s Journal
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 152324; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Der Kolkar Booty| WHERE entry = 152608; --Name: Kolkar|s Beute
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 152619; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Darnassus-Auktion House| WHERE entry = 153113; --Name: Darnassus Auktionshaus
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 153578; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 153583; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 163313; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Die Toten Tree| WHERE entry = 164644; --Name: toter Baum
UPDATE Locales_gameobject Set name_loc3 = | Echeyakee des Lair| WHERE entry = 164651; --Name: Echeyakee|s Lair
UPDATE Locales_gameobject Set name_loc3 = | Brüllenden Fire| WHERE entry = 164699; --Name: brüllend Feuer
UPDATE Locales_gameobject Set name_loc3 = | Brüllenden Fire| WHERE entry = 164700; --Name: brüllend Feuer
UPDATE Locales_gameobject Set name_loc3 = | Brüllenden Fire| WHERE entry = 164701; --Name: brüllend Feuer
UPDATE Locales_gameobject Set name_loc3 = | Flammende Fire| WHERE entry = 164702; --Name: flammendes Feuer
UPDATE Locales_gameobject Set name_loc3 = | Flammende Fire| WHERE entry = 164703; --Name: flammendes Feuer
UPDATE Locales_gameobject Set name_loc3 = | Flammende Fire| WHERE entry = 164705; --Name: flammendes Feuer
UPDATE Locales_gameobject Set name_loc3 = | Zeppelin-Landung-Tower| WHERE entry = 165557; --Name: Zeppelin-Landung-Turm
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 169286; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 170033; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd27| WHERE entry = 170034; --Name: Doodad_GeneralChairLoEnd27
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 170047; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 170053; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 170054; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 170067; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171567; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171568; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 171619; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 171620; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 171621; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 171622; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 171648; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Dwarven High zurück Chair| WHERE entry = 171649; --Name: Dwarven Hochstuhl zurück
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171674; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171675; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171676; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171677; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171718; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171719; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171720; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Stein Chair| WHERE entry = 171721; --Name: Stein Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171757; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171758; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171759; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171760; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171761; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171762; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Zwergen-Brazier| WHERE entry = 171763; --Name: Dwarven Brazier
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 172943; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 172998; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 172999; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173000; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173001; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173002; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173003; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173004; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Darkfire Enclave| WHERE entry = 173005; --Name: Darkfire Enklave
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173124; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173126; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173201; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | AuctionNode| WHERE entry = 173227; --Name: AuctionNode
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173228; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173229; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173230; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Mächtige Blaze| WHERE entry = 173231; --Name: mächtig Heiße Glut
UPDATE Locales_gameobject Set name_loc3 = | Xavian Waterfall| WHERE entry = 174797; --Name: Xavian Wasserfall
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd75| WHERE entry = 174864; --Name: Doodad_GeneralChairLoEnd75
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd64| WHERE entry = 174865; --Name: Doodad_GeneralChairLoEnd64
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd72| WHERE entry = 174866; --Name: Doodad_GeneralChairLoEnd72
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd66| WHERE entry = 174867; --Name: Doodad_GeneralChairLoEnd66
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd76| WHERE entry = 174868; --Name: Doodad_GeneralChairLoEnd76
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd78| WHERE entry = 174869; --Name: Doodad_GeneralChairLoEnd78
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd79| WHERE entry = 174870; --Name: Doodad_GeneralChairLoEnd79
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GeneralChairLoEnd81| WHERE entry = 174871; --Name: Doodad_GeneralChairLoEnd81
UPDATE Locales_gameobject Set name_loc3 = | Chair| WHERE entry = 174946; --Name: Stuhl
UPDATE Locales_gameobject Set name_loc3 = | Hölzerne Chair| WHERE entry = 174968; --Name: Holzstuhl
UPDATE Locales_gameobject Set name_loc3 = | Sparklematic-5200| WHERE entry = 175087; --Name: Sparklematic 5200
UPDATE Locales_gameobject Set name_loc3 = | Strand Meer Creature| WHERE entry = 175226; --Name: strandeten Meer Kreatur
UPDATE Locales_gameobject Set name_loc3 = | Strand Meer Creature| WHERE entry = 175230; --Name: strandeten Meer Kreatur
UPDATE Locales_gameobject Set name_loc3 = | Strand Meer Creature| WHERE entry = 175233; --Name: strandeten Meer Kreatur
UPDATE Locales_gameobject Set name_loc3 = | GESUCHT: Murkdeep! | WHERE entry = 175320; --Name: wollte: Murkdeep!
UPDATE Locales_gameobject Set name_loc3 = | Blackwood-Nuss-Stores| WHERE entry = 175329; --Name: Blackwood Nut Stores
UPDATE Locales_gameobject Set name_loc3 = | Blackwood-Obst-Stores| WHERE entry = 175330; --Name: Blackwood Obst Stores
UPDATE Locales_gameobject Set name_loc3 = | Blackwood Korn Stores| WHERE entry = 175331; --Name: Blackwood Getreidespeicher
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 175406; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Flammende Fire| WHERE entry = 175591; --Name: flammendes Feuer
UPDATE Locales_gameobject Set name_loc3 = | Kochen Fire| WHERE entry = 175592; --Name: Feuer Kochen
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175593; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 175594; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175595; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Kleine Fire| WHERE entry = 175596; --Name: kleines Feuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175597; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175598; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Wütende Fire| WHERE entry = 175599; --Name: tobenden Feuer
UPDATE Locales_gameobject Set name_loc3 = | Kochen Fire| WHERE entry = 175600; --Name: Feuer Kochen
UPDATE Locales_gameobject Set name_loc3 = | Kleine Fire| WHERE entry = 175601; --Name: kleines Feuer
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 175602; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175603; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Kochen Fire| WHERE entry = 175604; --Name: Feuer Kochen
UPDATE Locales_gameobject Set name_loc3 = | Kochen Fire| WHERE entry = 175605; --Name: Feuer Kochen
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175630; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175631; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175632; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Doodad_RuinedSign02| WHERE entry = 175644; --Name: Doodad_RuinedSign02
UPDATE Locales_gameobject Set name_loc3 = | Doodad_RuinedSign03| WHERE entry = 175645; --Name: Doodad_RuinedSign03
UPDATE Locales_gameobject Set name_loc3 = | Doodad_RuinedSign05| WHERE entry = 175646; --Name: Doodad_RuinedSign05
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice03| WHERE entry = 175647; --Name: Doodad_WoodSignPointerNice03
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice05| WHERE entry = 175648; --Name: Doodad_WoodSignPointerNice05
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice04| WHERE entry = 175649; --Name: Doodad_WoodSignPointerNice04
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice06| WHERE entry = 175650; --Name: Doodad_WoodSignPointerNice06
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice07| WHERE entry = 175651; --Name: Doodad_WoodSignPointerNice07
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice08| WHERE entry = 175652; --Name: Doodad_WoodSignPointerNice08
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice09| WHERE entry = 175653; --Name: Doodad_WoodSignPointerNice09
UPDATE Locales_gameobject Set name_loc3 = | Doodad_RuinedSign06| WHERE entry = 175654; --Name: Doodad_RuinedSign06
UPDATE Locales_gameobject Set name_loc3 = | Doodad_RuinedSign07| WHERE entry = 175655; --Name: Doodad_RuinedSign07
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice10| WHERE entry = 175656; --Name: Doodad_WoodSignPointerNice10
UPDATE Locales_gameobject Set name_loc3 = | Doodad_WoodSignPointerNice11| WHERE entry = 175657; --Name: Doodad_WoodSignPointerNice11
UPDATE Locales_gameobject Set name_loc3 = | Doodad_GnomeSign_Engineer01| WHERE entry = 175663; --Name: Doodad_GnomeSign_Engineer01
UPDATE Locales_gameobject Set name_loc3 = | Doodad_DwarfSign_Alchemist01| WHERE entry = 175664; --Name: Doodad_DwarfSign_Alchemist01
UPDATE Locales_gameobject Set name_loc3 = | Doodad_DwarfSign_Fireworks01| WHERE entry = 175665; --Name: Doodad_DwarfSign_Fireworks01
UPDATE Locales_gameobject Set name_loc3 = | Brazier| WHERE entry = 175666; --Name: Brazier
UPDATE Locales_gameobject Set name_loc3 = | Brazier| WHERE entry = 175667; --Name: Brazier
UPDATE Locales_gameobject Set name_loc3 = | Postbox| WHERE entry = 175668; --Name: Postbox
UPDATE Locales_gameobject Set name_loc3 = | Bonfire| WHERE entry = 175671; --Name: Bonfire
UPDATE Locales_gameobject Set name_loc3 = | Lagerfeuer| WHERE entry = 175672; --Name: Lagerfeuer
UPDATE Locales_gameobject Set name_loc3 = | Wütende Fire| WHERE entry = 175674; --Name: tobenden Feuer
UPDATE Locales_gameobject Set name_loc3 = | Anvil| WHERE entry = 175677; --Name: Anvil
UPDATE Locales_gameobject Set name_loc3 = | Forge| WHERE entry = 175678; --Name: Schmieden
UPDATE Locales_gameobject Set name_loc3 = | Mailbox| WHERE entry = 175864; --Name: Mailbox
UPDATE Locales_gameobject Set name_loc3 = | Gadgetzan-Auction| WHERE entry = 175904; --Name: Gadgetzan Auktion
UPDATE Locales_gameobject Set name_loc3 = | Beutebucht Alarm Bell| WHERE entry = 175948; --Name: Beutebucht Alarmhupe
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176004; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176005; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176006; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176007; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176008; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176009; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176010; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176011; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176012; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176013; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176014; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176015; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176016; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176017; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176018; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176019; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176020; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176021; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176022; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176023; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176024; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176025; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176026; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176027; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176028; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176029; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176030; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176031; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176032; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176033; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176034; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176035; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176036; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176037; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176038; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176039; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176040; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176041; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176042; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176043; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176044; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176045; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176046; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176047; --Name: U-Bahn-Bank
UPDATE Locales_gameobject Set name_loc3 = | U-Bahn-Bench| WHERE entry = 176048; --Name: U-Bahn-Bank
